Symbol;Name;LastSale;MarketCap;Sector;Industry;Exchange;BookValuePerShare
PPL;PPL Corporation;34.78;21972073710;Public Utilities;Electric Utilities: Central;NYSE;20.14
PPO;Polypore International Inc;44.97;2027170611;Basic Industries;Major Chemicals;NYSE;14.01
PPP;Primero Mining Corp;6.43;1026066601;Basic Industries;Precious Metals;NYSE;5.98
PPS;Post Properties, Inc.;51.45;2795743762;Consumer Services;Real Estate Investment Trusts;NYSE;21.17
PQ;Petroquest Energy Inc;5.97;393930993.3;Energy;Oil & Gas Production;NYSE;0.58
PRA;ProAssurance Corporation;45.2;2683656707;Finance;Property-Casualty Insurers;NYSE;39.51
PRE;PartnerRe Ltd.;106.47;5378566497;Finance;Accident &Health Insurance;NYSE;132.65
PRGO;Perrigo Company;138.66;18552690806;Health Care;Major Pharmaceuticals;NYSE;63.96
PRI;Primerica, Inc.;45.18;2458497350;Finance;Life Insurance;NYSE;22.97
PRIS;Promotora De Informaciones SA;1.84;484223817.1;Consumer Services;Television Services;NYSE;8.01
PRLB;Proto Labs, Inc.;66.92;1713897489;Capital Goods;Metal Fabrications;NYSE;8.77
PRO;PROS Holdings, Inc.;22.11;639916839.9;Technology;EDP Services;NYSE;3.32
PRU;Prudential Financial, Inc.;84.02;38817240000;Finance;Life Insurance;NYSE;82.66
PSA;Public Storage;172.13;29699307102;Consumer Services;Real Estate Investment Trusts;NYSE;30.05
PSB;PS Business Parks, Inc.;84.31;2267613226;Consumer Services;Real Estate Investment Trusts;NYSE;26.85
PSO;Pearson, Plc;19.62;16060546545;Consumer Services;Books;NYSE;11.78
PSX;Phillips 66;85.24;48232696162;Energy;Integrated oil Companies;NYSE;37.79
PSXP;Phillips 66 Partners LP;62.2;4600611742;Energy;Integrated oil Companies;NYSE;7.63
PT;Portugal Telecom SGPS, S.A .;3.66;3281235750;Public Utilities;Telecommunications Equipment;NYSE;3.28
PTP;Platinum Underwriters Holdings, Ltd;64.03;1724549380;Finance;Property-Casualty Insurers;NYSE;65.34
PTR;PetroChina Company Limited;120.09;2.20E+11;Energy;Oil & Gas Production;NYSE;103.8
PUK;Prudential Public Limited Company;46.61;59669696357;Finance;Life Insurance;NYSE;12.64
PVA;Penn Virginia Corporation;14.14;927532516.3;Energy;Oil & Gas Production;NYSE;12.35
PVD;Administradora de Fondos de Pensiones-Provida, S.A.;92.28;2038259785;Finance;Property-Casualty Insurers;NYSE;21.69
PVG;Pretium Resources, Inc.;6.32;685570702.6;Basic Industries;Precious Metals;NYSE;6.14
PVH;PVH Corp.;131.34;10805996793;Consumer Non-Durables;Apparel;NYSE;52.76
PWE;Penn West Petroleum Ltd;9.29;4576129217;Energy;Oil & Gas Production;NYSE;14.22
PWR;Quanta Services, Inc.;33.43;7135983546;Capital Goods;Engineering & Construction;NYSE;19.76
PX;Praxair, Inc.;134.03;39262046553;Basic Industries;Major Chemicals;NYSE;22.53
PXD;Pioneer Natural Resources Company;209.28;29936865905;Energy;Oil & Gas Production;NYSE;46.96
PZE;Petrobras Argentina S.A.;5.67;1144773000;Energy;Oil & Gas Production;NYSE;7.27
PZN;Pzena Investment Management Inc;10.38;676666262.6;Finance;Investment Managers;NYSE;1.22
QEP;QEP Resources, Inc.;31.47;5666814135;Energy;Oil & Gas Production;NYSE;18.98
QEPM;QEP Midstream Partners, LP;24.33;1299806820;Public Utilities;Natural Gas Distribution;NYSE;8.78
QIHU;Qihoo 360 Technology Co. Ltd.;87.85;11062711548;Technology;EDP Services;NYSE;6.49
QRE;QR Energy, LP;17.84;1157419096;Energy;Oil & Gas Production;NYSE;0.78
QTS;QTS Realty Trust, Inc.;29.06;843227452.4;Consumer Services;Real Estate Investment Trusts;NYSE;10.79
QTWO;Q2 Holdings, Inc.;13.46;458693823.8;Technology;Computer Software: Prepackaged Software;NYSE;2.27
QUAD;Quad Graphics, Inc;21;1024879947;Miscellaneous;Publishing;NYSE;25.94
R;Ryder System, Inc.;87.04;4629178532;Consumer Services;Rental/Leasing Companies;NYSE;35.7
RAI;Reynolds American Inc;58.91;31577354753;Consumer Non-Durables;Farming/Seeds/Milling;NYSE;9.35
RALY;Rally Software Development Corp.;12.61;313448308.4;Technology;Computer Software: Prepackaged Software;NYSE;3.16
RAS;RAIT Financial Trust;7.84;645160710.9;Consumer Services;Real Estate Investment Trusts;NYSE;8.08
RATE;Bankrate, Inc.;14.87;1557490492;Miscellaneous;Business Services;NYSE;8.31
RAX;Rackspace Hosting, Inc;36.06;5123131213;Technology;Computer Software: Programming, Data Processing;NYSE;7.75
RBA;Ritchie Bros. Auctioneers Incorporated;22.85;2448807446;Miscellaneous;Business Services;NYSE;6.5
RBC;Regal Beloit Corporation;77.34;3490224423;Consumer Durables;Metal Fabrications;NYSE;46.22
RBS;Royal Bank Scotland plc (The);11.52;64978560000;Finance;Commercial Banks;NYSE;17.88
RCAP;RCS CAPITAL CORPORATION;24.6;696604054.8;Finance;Investment Bankers/Brokers/Service;NYSE;3.22
RCI;Rogers Communication, Inc.;40.82;16421117686;Consumer Services;Television Services;NYSE;8.81
RCL;Royal Caribbean Cruises Ltd.;55.22;12265736757;Consumer Services;Marine Transportation;NYSE;39.52
RDC;Rowan Companies plc;31.15;3873908821;Energy;Oil & Gas Production;NYSE;39.87
RDN;Radian Group Inc.;14.33;2736985362;Finance;Property-Casualty Insurers;NYSE;6.62
RDY;"Dr. Reddy&#39;s Laboratories Ltd";40.78;6936667193;Health Care;Major Pharmaceuticals;NYSE;9.06
RE;Everest Re Group, Ltd.;159.11;7336091453;Finance;Property-Casualty Insurers;NYSE;152.8
REG;Regency Centers Corporation;54.21;5005792871;Consumer Services;Real Estate Investment Trusts;NYSE;16.14
REN;Resolute Energy Corporation;8.13;633500778.8;Energy;Oil & Gas Production;NYSE;7.13
RENN;Renren Inc.;3.43;1252706682;Technology;EDP Services;NYSE;3.56
RES;RPC, Inc.;22.01;4816779308;Energy;Oilfield Services/Equipment;NYSE;4.47
RESI;Altisource Residential Corporation;27.94;1595793743;Finance;Real Estate;NYSE;22.21
REX;REX American Resources Corporation;72.24;590589162.2;Basic Industries;Major Chemicals;NYSE;36.99
REXR;Rexford Industrial Realty, Inc.;14.15;362568195.1;Consumer Services;Real Estate Investment Trusts;NYSE;11.99
RF;Regions Financial Corporation;10.34;14258934893;Finance;Major Banks;NYSE;11.39
RFP;Resolute Forest Products Inc.;15.17;1436493584;Basic Industries;Paper;NYSE;29.61
RGA;Reinsurance Group of America, Incorporated;78.33;5410846998;Finance;Accident &Health Insurance;NYSE;89.92
RGP;Regency Energy Partners LP;27.8;10086455714;Energy;Oil & Gas Production;NYSE;22.39
RGR;Sturm, Ruger & Company, Inc.;59.3;1150345994;Capital Goods;Ordnance And Accessories;NYSE;9.94
RGS;Regis Corporation;13.51;765704405.6;Consumer Services;Other Consumer Services;NYSE;12.98
RH;Restoration Hardware Holdings Inc.;64.09;2523442808;Consumer Services;Other Specialty Stores;NYSE;13.94
RHI;Robert Half International Inc.;45.6;6269331732;Technology;Professional Services;NYSE;6.89
RHP;Ryman Hospitality Properties, Inc.;46.24;2348958568;Consumer Services;Real Estate Investment Trusts;NYSE;14.89
RHT;Red Hat, Inc.;50.05;9476681264;Technology;Computer Software: Programming, Data Processing;NYSE;8.18
RIG;Transocean Ltd.;41.62;15065941184;Energy;Oil & Gas Production;NYSE;47.44
RIO;Rio Tinto Plc;52.54;97784040098;Basic Industries;Precious Metals;NYSE;24.82
RIOM;Rio Alto Mining Limited;1.65;292029675.3;Basic Industries;Precious Metals;NYSE;1.55
RJF;Raymond James Financial, Inc.;48.9;6898571803;Finance;Investment Bankers/Brokers/Service;NYSE;27.8
RKT;Rock-Tenn Company;102.41;7350217936;Consumer Durables;Containers/Packaging;NYSE;62.15
RKUS;Ruckus Wireless, Inc.;10.52;863179349.9;Technology;Computer peripheral equipment;NYSE;2.61
RL;Ralph Lauren Corporation;153.17;13590457191;Consumer Non-Durables;Apparel;NYSE;45.48
RLD;RealD Inc;11.53;568057907;Technology;Radio And Television Broadcasting And Communications Equipment;NYSE;3.08
RLGY;Realogy Holdings Corp.;37.18;5432813729;Finance;Real Estate;NYSE;13.5
RLH;Red Lion Hotels Corporation;5.75;113497709;Consumer Services;Hotels/Resorts;NYSE;6.8
RLI;RLI Corp.;44.43;1910038636;Finance;Property-Casualty Insurers;NYSE;20.23
RLJ;RLJ Lodging Trust;27.73;3663161007;Consumer Services;Real Estate Investment Trusts;NYSE;17.36
RM;Regional Management Corp.;14.5;184176404.5;Finance;Finance: Consumer Services;NYSE;13.2
RMAX;RE/MAX Holdings, Inc.;28.54;331291549.4;Finance;Real Estate;NYSE;21
RMD;ResMed Inc.;49.86;6996902563;Health Care;Medical/Dental Instruments;NYSE;12.05
RNDY;"Roundy&#39;s, Inc.";5.28;262072192.8;Consumer Services;Food Chains;NYSE;5.04
RNF;Rentech Nitrogen Partners, L.P.;16.04;623796369.9;Basic Industries;Agricultural Chemicals;NYSE;0.64
RNG;Ringcentral, Inc.;11.94;799815048.9;Technology;EDP Services;NYSE;1.67
RNO;Rhino Resource Partners LP;13.4201;390231452.7;Energy;Coal Mining;NYSE;13.8
RNR;RenaissanceRe Holdings Ltd.;104.1;4221144238;Finance;Property-Casualty Insurers;NYSE;82.3
